name,slug,city,district,state,markets,commodities,url,latitude,longitude
Piplod,piplod,Piplod,,,,,https://www.kisaanhelpline.com/mandi-list/piplod,,
Rajkot,rajkot,Rajkot,,Gujarat,"


Jasdan, 


Rajkot, 


Dhoraji",,https://www.kisaanhelpline.com/mandi-list/rajkot,22.305326,70.802838
Samalwada,samalwada,Samalwada,,,,,https://www.kisaanhelpline.com/mandi-list/samalwada,,
Vadodara,vadodara,Vadodara,,,,,https://www.kisaanhelpline.com/mandi-list/vadodara,,
Aarni,aarni,Aarni,,,,,https://www.kisaanhelpline.com/mandi-list/aarni,,
Akalkuwa,akalkuwa,Akalkuwa,,,,,https://www.kisaanhelpline.com/mandi-list/akalkuwa,,
abohar,abohar,abohar,,,,,https://www.kisaanhelpline.com/mandi-list/abohar,,
Adampur Doaba,adampur-doaba,Adampur Doaba,,,,,https://www.kisaanhelpline.com/mandi-list/adampur-doaba,,
Ahmedgarh,ahmedgarh,Ahmedgarh,,,,,https://www.kisaanhelpline.com/mandi-list/ahmedgarh,,
Ajnala,ajnala,Ajnala,,,,,https://www.kisaanhelpline.com/mandi-list/ajnala,,
AMARGARH,amargarh,AMARGARH,,,,,https://www.kisaanhelpline.com/mandi-list/amargarh,,
amloh,amloh,amloh,,,,,https://www.kisaanhelpline.com/mandi-list/amloh,,
Amritsar,amritsar,Amritsar,,Punjab,"


Rayya, 


Majitha",,https://www.kisaanhelpline.com/mandi-list/amritsar,31.635666,74.87875
Atari,atari,Atari,,,,,https://www.kisaanhelpline.com/mandi-list/atari,,
Badhni Kalan,badhni-kalan,Badhni Kalan,,,,,https://www.kisaanhelpline.com/mandi-list/badhni-kalan,,
BAGHAPURANA,baghapurana,BAGHAPURANA,,,,,https://www.kisaanhelpline.com/mandi-list/baghapurana,,
Balachaur,balachaur,Balachaur,,,,,https://www.kisaanhelpline.com/mandi-list/balachaur,,
Barnala,barnala,Barnala,,Punjab,,,https://www.kisaanhelpline.com/mandi-list/barnala,30.37168,75.503989
Banga,banga,Banga,,,,,https://www.kisaanhelpline.com/mandi-list/banga,,
Bareta,bareta,Bareta,,,,,https://www.kisaanhelpline.com/mandi-list/bareta,,
Bassi Pathana,bassi-pathana,Bassi Pathana,,,,,https://www.kisaanhelpline.com/mandi-list/bassi-pathana,,
BATALA,batala,BATALA,,,,,https://www.kisaanhelpline.com/mandi-list/batala,,
BHADAUR,bhadaur,BHADAUR,,,,,https://www.kisaanhelpline.com/mandi-list/bhadaur,,
Bhadson,bhadson,Bhadson,,,,,https://www.kisaanhelpline.com/mandi-list/bhadson,,
Bhagta BHai ka,bhagta-bhai-ka,Bhagta BHai ka,,,,,https://www.kisaanhelpline.com/mandi-list/bhagta-bhai-ka,,
Bhatinda,bhatinda,Bhatinda,,Punjab,"


Talwandi Sabo, 


Sangat, 


Bhucho, 


Raman, 


Bhagta Bhai Ka, 


Bathinda",,https://www.kisaanhelpline.com/mandi-list/bhatinda,30.206791,74.94637
BHAWANIGARH,bhawanigarh,BHAWANIGARH,,,,,https://www.kisaanhelpline.com/mandi-list/bhawanigarh,,
Bhikhi,bhikhi,Bhikhi,,,,,https://www.kisaanhelpline.com/mandi-list/bhikhi,,
Bhikhiwind,bhikhiwind,Bhikhiwind,,,,,https://www.kisaanhelpline.com/mandi-list/bhikhiwind,,
Chehreta Amritsar,chehreta-amritsar,Chehreta Amritsar,,,,,https://www.kisaanhelpline.com/mandi-list/chehreta-amritsar,,
Khalra,khalra,Khalra,,,,,https://www.kisaanhelpline.com/mandi-list/khalra,,
Sehna,sehna,Sehna,,,,,https://www.kisaanhelpline.com/mandi-list/sehna,,
Ajitwal,ajitwal,Ajitwal,,,,,https://www.kisaanhelpline.com/mandi-list/ajitwal,,
Alangudi,alangudi,Alangudi,,,,,https://www.kisaanhelpline.com/mandi-list/alangudi,,
acharapakkam,acharapakkam,acharapakkam,,,,,https://www.kisaanhelpline.com/mandi-list/acharapakkam,,
AMBUR,ambur,AMBUR,,,,,https://www.kisaanhelpline.com/mandi-list/ambur,,
Ammoor,ammoor,Ammoor,,,,,https://www.kisaanhelpline.com/mandi-list/ammoor,,
Anthiyur,anthiyur,Anthiyur,,,,,https://www.kisaanhelpline.com/mandi-list/anthiyur,,
ARANI,arani,ARANI,,,,,https://www.kisaanhelpline.com/mandi-list/arani,,
Aranthagi,aranthagi,Aranthagi,,,,,https://www.kisaanhelpline.com/mandi-list/aranthagi,,
ARCOT,arcot,ARCOT,,,,,https://www.kisaanhelpline.com/mandi-list/arcot,,
Ariyalur,ariyalur,Ariyalur,,Tamil Nadu,,,https://www.kisaanhelpline.com/mandi-list/ariyalur,11.153056,79.25858
ARAKKONAM,arakkonam,ARAKKONAM,,,,,https://www.kisaanhelpline.com/mandi-list/arakkonam,,
Aruppukottai,aruppukottai,Aruppukottai,,,,,https://www.kisaanhelpline.com/mandi-list/aruppukottai,,
Attur,attur,Attur,,,,,https://www.kisaanhelpline.com/mandi-list/attur,,
Coimbatore,coimbatore,Coimbatore,,Tamil Nadu,"


Udumalpet",,https://www.kisaanhelpline.com/mandi-list/coimbatore,11.001812,76.962842
Alangayam,alangayam,Alangayam,,,,,https://www.kisaanhelpline.com/mandi-list/alangayam,,
Harur,harur,Harur,,,,,https://www.kisaanhelpline.com/mandi-list/harur,,
Bishalgarh,bishalgarh,Bishalgarh,,,,,https://www.kisaanhelpline.com/mandi-list/bishalgarh,,
Champaknagar,champaknagar,Champaknagar,,,,,https://www.kisaanhelpline.com/mandi-list/champaknagar,,
Chowmanu,chowmanu,Chowmanu,,,,,https://www.kisaanhelpline.com/mandi-list/chowmanu,,
Tulashikar,tulashikar,Tulashikar,,,,,https://www.kisaanhelpline.com/mandi-list/tulashikar,,
ACHENERRA,achenerra,ACHENERRA,,,,,https://www.kisaanhelpline.com/mandi-list/achenerra,,
Agra,agra,Agra,,Uttar Pradesh,"


Samsabad, 


Achnera, 


Fatehabad",,https://www.kisaanhelpline.com/mandi-list/agra,27.175255,78.009816
aligarh,aligarh,aligarh,,Uttar Pradesh,"


Aligarh, 


Atrauli, 


Khair, 


Charra",,https://www.kisaanhelpline.com/mandi-list/aligarh,27.876107,78.135815
Ambedkar Nagar,ambedkar-nagar,Ambedkar Nagar,,,,,https://www.kisaanhelpline.com/mandi-list/ambedkar-nagar,,
Bahraich,bahraich,Bahraich,,Uttar Pradesh,"


Bahraich, 


Naanpara",,https://www.kisaanhelpline.com/mandi-list/bahraich,27.734382,81.47654
Barabanki,barabanki,Barabanki,,Uttar Pradesh,"


Barabanki",,https://www.kisaanhelpline.com/mandi-list/barabanki,26.942141,81.385609
Bareilly,bareilly,Bareilly,,Uttar Pradesh,"


Bareilly, 


Anwala",,https://www.kisaanhelpline.com/mandi-list/bareilly,28.458234,79.404745
Baraut,baraut,Baraut,,,,,https://www.kisaanhelpline.com/mandi-list/baraut,,
bharthna,bharthna,bharthna,,,,,https://www.kisaanhelpline.com/mandi-list/bharthna,,
Basti,basti,Basti,,Uttar Pradesh,"


Basti",,https://www.kisaanhelpline.com/mandi-list/basti,26.838708,82.535092
bazpur,bazpur,bazpur,,,,,https://www.kisaanhelpline.com/mandi-list/bazpur,,
Chandausi,chandausi,Chandausi,,,,,https://www.kisaanhelpline.com/mandi-list/chandausi,,
Chorichora,chorichora,Chorichora,,,,,https://www.kisaanhelpline.com/mandi-list/chorichora,,
Choubepur,choubepur,Choubepur,,,,,https://www.kisaanhelpline.com/mandi-list/choubepur,,
DADRI,dadri,DADRI,,,,,https://www.kisaanhelpline.com/mandi-list/dadri,,
etah,etah,etah,,,,,https://www.kisaanhelpline.com/mandi-list/etah,,
Faizabad,faizabad,Faizabad,,Uttar Pradesh,,,https://www.kisaanhelpline.com/mandi-list/faizabad,26.780799,82.148659
Farrukhabad,farrukhabad,Farrukhabad,,,,,https://www.kisaanhelpline.com/mandi-list/farrukhabad,,
Fatehabad,fatehabad,Fatehabad,,Haryana,"


Fatehabad, 


Ratia",,https://www.kisaanhelpline.com/mandi-list/fatehabad,29.535921,75.57529
FATEHPUR SIKRI,fatehpur-sikri,FATEHPUR SIKRI,,,,,https://www.kisaanhelpline.com/mandi-list/fatehpur-sikri,,
Firozabad,firozabad,Firozabad,,,,,https://www.kisaanhelpline.com/mandi-list/firozabad,,
Ghaziabad,ghaziabad,Ghaziabad,,Uttar Pradesh,"
, 


Noida, 


Hapur, 


Ghaziabad",,https://www.kisaanhelpline.com/mandi-list/ghaziabad,28.774997,77.458697
Hathras,hathras,Hathras,,Uttar Pradesh,"


Haathras, 


Shadabad, 


Sikandraraau",,https://www.kisaanhelpline.com/mandi-list/hathras,27.572432,78.111621
JAGNAIR,jagnair,JAGNAIR,,,,,https://www.kisaanhelpline.com/mandi-list/jagnair,,
jhijhank,jhijhank,jhijhank,,,,,https://www.kisaanhelpline.com/mandi-list/jhijhank,,
kaimganj,kaimganj,kaimganj,,,,,https://www.kisaanhelpline.com/mandi-list/kaimganj,,
KASGANJ,kasganj,KASGANJ,,,,,https://www.kisaanhelpline.com/mandi-list/kasganj,,
khair,khair,khair,,,,,https://www.kisaanhelpline.com/mandi-list/khair,,
Khairagarh,khairagarh,Khairagarh,,,,,https://www.kisaanhelpline.com/mandi-list/khairagarh,,
KOSIKALAN,kosikalan,KOSIKALAN,,,,,https://www.kisaanhelpline.com/mandi-list/kosikalan,,
Angul,angul,Angul,,,"
 Secretary",,https://www.kisaanhelpline.com/mandi-list/angul,,
Balasore,balasore,Balasore,,Odisha,"


Nilagiri, 


Jaleswar",,https://www.kisaanhelpline.com/mandi-list/balasore,21.500642,86.919884
Balugaon,balugaon,Balugaon,,,,,https://www.kisaanhelpline.com/mandi-list/balugaon,,
Barpali,barpali,Barpali,,,,,https://www.kisaanhelpline.com/mandi-list/barpali,,
Bargarh,bargarh,Bargarh,,Odisha,"


Padampur, 


Attabira, 


Bargarh",,https://www.kisaanhelpline.com/mandi-list/bargarh,21.231992,83.565274
Berhampur,berhampur,Berhampur,,,,,https://www.kisaanhelpline.com/mandi-list/berhampur,,
Boudh,boudh,Boudh,,Odisha,"


Boudh",,https://www.kisaanhelpline.com/mandi-list/boudh,20.640746,83.99697
Cuttack,cuttack,Cuttack,,Odisha,"


Banki, 


Kendupatna",,https://www.kisaanhelpline.com/mandi-list/cuttack,20.4686,85.8792
Dhenkanal,dhenkanal,Dhenkanal,,Odisha,"


Hindol, 


Kamakhyanagar",,https://www.kisaanhelpline.com/mandi-list/dhenkanal,20.835149,85.602231
DUNGURIPALI,dunguripali,DUNGURIPALI,,,,,https://www.kisaanhelpline.com/mandi-list/dunguripali,,
Godbhaga,godbhaga,Godbhaga,,,,,https://www.kisaanhelpline.com/mandi-list/godbhaga,,
Hinjilicut,hinjilicut,Hinjilicut,,,,,https://www.kisaanhelpline.com/mandi-list/hinjilicut,,
Jagatsinghpur,jagatsinghpur,Jagatsinghpur,,Odisha,"


Rahama",,https://www.kisaanhelpline.com/mandi-list/jagatsinghpur,20.259387,86.166088
JAJPUR,jajpur,JAJPUR,,Odisha,"


Jajpur",,https://www.kisaanhelpline.com/mandi-list/jajpur,20.874679,86.121539
Jatni,jatni,Jatni,,,,,https://www.kisaanhelpline.com/mandi-list/jatni,,
kantabanji,kantabanji,kantabanji,,,,,https://www.kisaanhelpline.com/mandi-list/kantabanji,,
keonjhar,keonjhar,keonjhar,,Odisha,"


Anandapur, 


Keonjhar",,https://www.kisaanhelpline.com/mandi-list/keonjhar,21.5,85.5
Khariar,khariar,Khariar,,,,,https://www.kisaanhelpline.com/mandi-list/khariar,,
Malkangiri,malkangiri,Malkangiri,,,,,https://www.kisaanhelpline.com/mandi-list/malkangiri,,
Nowrangapur,nowrangapur,Nowrangapur,,,,,https://www.kisaanhelpline.com/mandi-list/nowrangapur,,
PANDAKITAL,pandakital,PANDAKITAL,,,,,https://www.kisaanhelpline.com/mandi-list/pandakital,,
Phulbani,phulbani,Phulbani,,,,,https://www.kisaanhelpline.com/mandi-list/phulbani,,
Sakhigopal,sakhigopal,Sakhigopal,,,,,https://www.kisaanhelpline.com/mandi-list/sakhigopal,,
Abhanpur,abhanpur,Abhanpur,,,,,https://www.kisaanhelpline.com/mandi-list/abhanpur,,
Ahivara,ahivara,Ahivara,,,,,https://www.kisaanhelpline.com/mandi-list/ahivara,,
Akaltara,akaltara,Akaltara,,,,,https://www.kisaanhelpline.com/mandi-list/akaltara,,
Ambikapur,ambikapur,Ambikapur,,,,,https://www.kisaanhelpline.com/mandi-list/ambikapur,,
ANTAGARH,antagarh,ANTAGARH,,,,,https://www.kisaanhelpline.com/mandi-list/antagarh,,
ARANG,arang,ARANG,,,,,https://www.kisaanhelpline.com/mandi-list/arang,,
Baloda bazar,baloda-bazar,Baloda bazar,,,,,https://www.kisaanhelpline.com/mandi-list/baloda-bazar,,
Baradwar,baradwar,Baradwar,,,,,https://www.kisaanhelpline.com/mandi-list/baradwar,,
bardewri,bardewri,bardewri,,,,,https://www.kisaanhelpline.com/mandi-list/bardewri,,
Bariyo,bariyo,Bariyo,,,,,https://www.kisaanhelpline.com/mandi-list/bariyo,,
basna,basna,basna,,,,,https://www.kisaanhelpline.com/mandi-list/basna,,
BASTAR,bastar,BASTAR,,,,,https://www.kisaanhelpline.com/mandi-list/bastar,,
Bededonger,bededonger,Bededonger,,,,,https://www.kisaanhelpline.com/mandi-list/bededonger,,
belar bahra,belar-bahra,belar bahra,,,,,https://www.kisaanhelpline.com/mandi-list/belar-bahra,,
Belargaon,belargaon,Belargaon,,,,,https://www.kisaanhelpline.com/mandi-list/belargaon,,
beltara,beltara,beltara,,,,,https://www.kisaanhelpline.com/mandi-list/beltara,,
Bemetara,bemetara,Bemetara,,,,,https://www.kisaanhelpline.com/mandi-list/bemetara,,
Berla,berla,Berla,,,,,https://www.kisaanhelpline.com/mandi-list/berla,,
Bhanupratappur,bhanupratappur,Bhanupratappur,,,,,https://www.kisaanhelpline.com/mandi-list/bhanupratappur,,
Dharmjaygarh,dharmjaygarh,Dharmjaygarh,,,,,https://www.kisaanhelpline.com/mandi-list/dharmjaygarh,,
BHATAPARA,bhatapara,BHATAPARA,,,,,https://www.kisaanhelpline.com/mandi-list/bhatapara,,
Bhatgaon,bhatgaon,Bhatgaon,,,,,https://www.kisaanhelpline.com/mandi-list/bhatgaon,,
Bhavarpur,bhavarpur,Bhavarpur,,,,,https://www.kisaanhelpline.com/mandi-list/bhavarpur,,
Bheemkhoj,bheemkhoj,Bheemkhoj,,,,,https://www.kisaanhelpline.com/mandi-list/bheemkhoj,,
Bhendri,bhendri,Bhendri,,,,,https://www.kisaanhelpline.com/mandi-list/bhendri,,
Bijapur,bijapur,Bijapur,,Karnataka,"


Bijapur",,https://www.kisaanhelpline.com/mandi-list/bijapur,16.826991,75.717539
Bhopalpattnam,bhopalpattnam,Bhopalpattnam,,,,,https://www.kisaanhelpline.com/mandi-list/bhopalpattnam,,
Bhoring,bhoring,Bhoring,,,,,https://www.kisaanhelpline.com/mandi-list/bhoring,,
Bhurkoni,bhurkoni,Bhurkoni,,,,,https://www.kisaanhelpline.com/mandi-list/bhurkoni,,
BILASPUR,bilaspur,BILASPUR,,Himachal Pradesh,"


Pendraroad, 


Kota, 


Tiphra",,https://www.kisaanhelpline.com/mandi-list/bilaspur,31.338096,76.761163
bilha,bilha,bilha,,,,,https://www.kisaanhelpline.com/mandi-list/bilha,,
Borai,borai,Borai,,,,,https://www.kisaanhelpline.com/mandi-list/borai,,
chandrapur,chandrapur,chandrapur,,Maharashtra,"


Savali, 


Bhadrawati, 


Nagbhid, 


Mul, 


Brahmpuri, 


Korpana",,https://www.kisaanhelpline.com/mandi-list/chandrapur,20.096756,79.504548
Charama,charama,Charama,,,,,https://www.kisaanhelpline.com/mandi-list/charama,,
CHHINARI,chhinari,CHHINARI,,,,,https://www.kisaanhelpline.com/mandi-list/chhinari,,
Chura,chura,Chura,,,,,https://www.kisaanhelpline.com/mandi-list/chura,,
Chhuria,chhuria,Chhuria,,,,,https://www.kisaanhelpline.com/mandi-list/chhuria,,
Deobhog,deobhog,Deobhog,,,,,https://www.kisaanhelpline.com/mandi-list/deobhog,,
Bade Devda,bade-devda,Bade Devda,,,,,https://www.kisaanhelpline.com/mandi-list/bade-devda,,
Syamtarai,syamtarai,Syamtarai,,,,,https://www.kisaanhelpline.com/mandi-list/syamtarai,,
Dhamtari,dhamtari,Dhamtari,,,"


Dhamtari",,https://www.kisaanhelpline.com/mandi-list/dhamtari,,
Dhanora,dhanora,Dhanora,,,,,https://www.kisaanhelpline.com/mandi-list/dhanora,,
DONDI,dondi,DONDI,,,,,https://www.kisaanhelpline.com/mandi-list/dondi,,
DONDI LOHARA,dondi-lohara,DONDI LOHARA,,,,,https://www.kisaanhelpline.com/mandi-list/dondi-lohara,,
Dongargaon,dongargaon,Dongargaon,,,,,https://www.kisaanhelpline.com/mandi-list/dongargaon,,
dongargarh,dongargarh,dongargarh,,,,,https://www.kisaanhelpline.com/mandi-list/dongargarh,,
DORNAPAL,dornapal,DORNAPAL,,,,,https://www.kisaanhelpline.com/mandi-list/dornapal,,
dudhawa,dudhawa,dudhawa,,,,,https://www.kisaanhelpline.com/mandi-list/dudhawa,,
Durg,durg,Durg,,,"


Durg",,https://www.kisaanhelpline.com/mandi-list/durg,,
GAMHARI,gamhari,GAMHARI,,,,,https://www.kisaanhelpline.com/mandi-list/gamhari,,
gandai,gandai,gandai,,,,,https://www.kisaanhelpline.com/mandi-list/gandai,,
Gariaband,gariaband,Gariaband,,,,,https://www.kisaanhelpline.com/mandi-list/gariaband,,
Gattasilli,gattasilli,Gattasilli,,,,,https://www.kisaanhelpline.com/mandi-list/gattasilli,,
GEEDAM,geedam,GEEDAM,,,,,https://www.kisaanhelpline.com/mandi-list/geedam,,
Gharghoda,gharghoda,Gharghoda,,,,,https://www.kisaanhelpline.com/mandi-list/gharghoda,,
GURUR,gurur,GURUR,,,,,https://www.kisaanhelpline.com/mandi-list/gurur,,
Hasoad,hasoad,Hasoad,,,,,https://www.kisaanhelpline.com/mandi-list/hasoad,,
HIRAPUR,hirapur,HIRAPUR,,,,,https://www.kisaanhelpline.com/mandi-list/hirapur,,
JAGDALPUR,jagdalpur,JAGDALPUR,,,,,https://www.kisaanhelpline.com/mandi-list/jagdalpur,,
Jaijaipur,jaijaipur,Jaijaipur,,,,,https://www.kisaanhelpline.com/mandi-list/jaijaipur,,
Jairamnagar,jairamnagar,Jairamnagar,,,,,https://www.kisaanhelpline.com/mandi-list/jairamnagar,,
Jaitgiri,jaitgiri,Jaitgiri,,,,,https://www.kisaanhelpline.com/mandi-list/jaitgiri,,
Jhalap,jhalap,Jhalap,,,,,https://www.kisaanhelpline.com/mandi-list/jhalap,,
Jashpur Nagar,jashpur-nagar,Jashpur Nagar,,,,,https://www.kisaanhelpline.com/mandi-list/jashpur-nagar,,
Kakni,kakni,Kakni,,,,,https://www.kisaanhelpline.com/mandi-list/kakni,,
KANKER,kanker,KANKER,,,"


Charama",,https://www.kisaanhelpline.com/mandi-list/kanker,,
KORAR,korar,KORAR,,,,,https://www.kisaanhelpline.com/mandi-list/korar,,
Karpawand,karpawand,Karpawand,,,,,https://www.kisaanhelpline.com/mandi-list/karpawand,,
kasdol,kasdol,kasdol,,,,,https://www.kisaanhelpline.com/mandi-list/kasdol,,
Katghora,katghora,Katghora,,,,,https://www.kisaanhelpline.com/mandi-list/katghora,,
Kawardha,kawardha,Kawardha,,,,,https://www.kisaanhelpline.com/mandi-list/kawardha,,
Keshkal,keshkal,Keshkal,,,,,https://www.kisaanhelpline.com/mandi-list/keshkal,,
Khamhariya,khamhariya,Khamhariya,,,,,https://www.kisaanhelpline.com/mandi-list/khamhariya,,
Kharora,kharora,Kharora,,,,,https://www.kisaanhelpline.com/mandi-list/kharora,,
Kharsia,kharsia,Kharsia,,,,,https://www.kisaanhelpline.com/mandi-list/kharsia,,
Komakhan,komakhan,Komakhan,,,,,https://www.kisaanhelpline.com/mandi-list/komakhan,,
Kondagaon,kondagaon,Kondagaon,,,"


Keshkal, 


Vishrampur, 


Gamhari, 


Dhanora, 


Kondagoan",,https://www.kisaanhelpline.com/mandi-list/kondagaon,,
kotba,kotba,kotba,,,,,https://www.kisaanhelpline.com/mandi-list/kotba,,
KOTMI,kotmi,KOTMI,,,,,https://www.kisaanhelpline.com/mandi-list/kotmi,,
KUKANAR,kukanar,KUKANAR,,,,,https://www.kisaanhelpline.com/mandi-list/kukanar,,
kunda,kunda,kunda,,,,,https://www.kisaanhelpline.com/mandi-list/kunda,,
KUNKURI,kunkuri,KUNKURI,,,,,https://www.kisaanhelpline.com/mandi-list/kunkuri,,
Kurud- sub yard Belora,kurud-sub-yard-belora,Kurud- sub yard Belora,,,,,https://www.kisaanhelpline.com/mandi-list/kurud-sub-yard-belora,,
Kurud- sub yard Bhakhara,kurud-sub-yard-bhakhara,Kurud- sub yard Bhakhara,,,,,https://www.kisaanhelpline.com/mandi-list/kurud-sub-yard-bhakhara,,
Kusmee,kusmee,Kusmee,,,,,https://www.kisaanhelpline.com/mandi-list/kusmee,,
Lakhanpuri,lakhanpuri,Lakhanpuri,,,,,https://www.kisaanhelpline.com/mandi-list/lakhanpuri,,
Lohandiguda,lohandiguda,Lohandiguda,,,,,https://www.kisaanhelpline.com/mandi-list/lohandiguda,,
lormi,lormi,lormi,,,,,https://www.kisaanhelpline.com/mandi-list/lormi,,
magarlod,magarlod,magarlod,,,,,https://www.kisaanhelpline.com/mandi-list/magarlod,,
Mahasamund,mahasamund,Mahasamund,,,"


Basana",,https://www.kisaanhelpline.com/mandi-list/mahasamund,,
MAKDI,makdi,MAKDI,,,,,https://www.kisaanhelpline.com/mandi-list/makdi,,
manendragarh,manendragarh,manendragarh,,,,,https://www.kisaanhelpline.com/mandi-list/manendragarh,,
MARDAPAL,mardapal,MARDAPAL,,,,,https://www.kisaanhelpline.com/mandi-list/mardapal,,
Muli,muli,Muli,,,,,https://www.kisaanhelpline.com/mandi-list/muli,,
MUNGELI,mungeli,MUNGELI,,,"


Munguli",,https://www.kisaanhelpline.com/mandi-list/mungeli,,
Nagri,nagri,Nagri,,,,,https://www.kisaanhelpline.com/mandi-list/nagri,,
Naila,naila,Naila,,,,,https://www.kisaanhelpline.com/mandi-list/naila,,
Narayanpur,narayanpur,Narayanpur,,,,,https://www.kisaanhelpline.com/mandi-list/narayanpur,,
Narharpur,narharpur,Narharpur,,,,,https://www.kisaanhelpline.com/mandi-list/narharpur,,
Nawagarh,nawagarh,Nawagarh,,,,,https://www.kisaanhelpline.com/mandi-list/nawagarh,,
Nawapara,nawapara,Nawapara,,,,,https://www.kisaanhelpline.com/mandi-list/nawapara,,
Neora-Tilda,neora-tilda,Neora-Tilda,,,,,https://www.kisaanhelpline.com/mandi-list/neora-tilda,,
Raigarh,raigarh,Raigarh,,,"


Sarangarh, 


Kedar",,https://www.kisaanhelpline.com/mandi-list/raigarh,,
Raipur,raipur,Raipur,,,"


Abhanpur",,https://www.kisaanhelpline.com/mandi-list/raipur,,
rajnandgaon,rajnandgaon,rajnandgaon,,,"


Rajnandgaon, 


Gandai, 


Kheragarh",,https://www.kisaanhelpline.com/mandi-list/rajnandgaon,,
Baghabazar Ambagarh,baghabazar-ambagarh,Baghabazar Ambagarh,,,,,https://www.kisaanhelpline.com/mandi-list/baghabazar-ambagarh,,
SARANGARH,sarangarh,SARANGARH,,,o,,https://www.kisaanhelpline.com/mandi-list/sarangarh,,
Sitapur,sitapur,Sitapur,,Uttar Pradesh,"


Sitapur, 


Mehmoodabad, 


Viswan",,https://www.kisaanhelpline.com/mandi-list/sitapur,27.502675,80.833514
DHAMDHA,dhamdha,DHAMDHA,,,,,https://www.kisaanhelpline.com/mandi-list/dhamdha,,
SUKMA,sukma,SUKMA,,,,,https://www.kisaanhelpline.com/mandi-list/sukma,,
Lakhisarai,lakhisarai,Lakhisarai,,,"
",,https://www.kisaanhelpline.com/mandi-list/lakhisarai,,
Narkatiaganj,narkatiaganj,Narkatiaganj,,,,,https://www.kisaanhelpline.com/mandi-list/narkatiaganj,,
Natwar,natwar,Natwar,,,"
",,https://www.kisaanhelpline.com/mandi-list/natwar,,
Nokha,nokha,Nokha,,,,,https://www.kisaanhelpline.com/mandi-list/nokha,,
Saharsa,saharsa,Saharsa,,,"
",,https://www.kisaanhelpline.com/mandi-list/saharsa,,
Sheikhpura,sheikhpura,Sheikhpura,,,"
",,https://www.kisaanhelpline.com/mandi-list/sheikhpura,,
Singheswarasthan,singheswarasthan,Singheswarasthan,,,"
",,https://www.kisaanhelpline.com/mandi-list/singheswarasthan,,
Siwan,siwan,Siwan,,,,,https://www.kisaanhelpline.com/mandi-list/siwan,,
Supaul,supaul,Supaul,,,,,https://www.kisaanhelpline.com/mandi-list/supaul,,
AMBALA,ambala,AMBALA,,Haryana,"


Barara, 


Naraingarh, 


Shahzadpur",,https://www.kisaanhelpline.com/mandi-list/ambala,30.384367,76.770421
Ambala Cantt,ambala-cantt,Ambala Cantt,,,,,https://www.kisaanhelpline.com/mandi-list/ambala-cantt,,
Assandh,assandh,Assandh,,,,,https://www.kisaanhelpline.com/mandi-list/assandh,,
Ateli,ateli,Ateli,,,,,https://www.kisaanhelpline.com/mandi-list/ateli,,
BALLABGARH,ballabgarh,BALLABGARH,,,,,https://www.kisaanhelpline.com/mandi-list/ballabgarh,,
Behal,behal,Behal,,,,,https://www.kisaanhelpline.com/mandi-list/behal,,
BERI,beri,BERI,,,,,https://www.kisaanhelpline.com/mandi-list/beri,,
Barwala,barwala,Barwala,,,,,https://www.kisaanhelpline.com/mandi-list/barwala,,
Bhattu Kalan,bhattu-kalan,Bhattu Kalan,,,,,https://www.kisaanhelpline.com/mandi-list/bhattu-kalan,,
Bhiwani,bhiwani,Bhiwani,,Haryana,"


Loharu",,https://www.kisaanhelpline.com/mandi-list/bhiwani,28.79317,76.139128
Kurukshetra,kurukshetra,Kurukshetra,,Haryana,"


Shahabad, 


Ladwa, 


Pehowa, 


Pipli, 


Babain, 


Thanesar",,https://www.kisaanhelpline.com/mandi-list/kurukshetra,29.969375,76.848279
Panipat,panipat,Panipat,,Haryana,"


Madlauda, 


Panipat, 


Samalkha",,https://www.kisaanhelpline.com/mandi-list/panipat,29.391275,76.977167
Dabwali,dabwali,Dabwali,,,,,https://www.kisaanhelpline.com/mandi-list/dabwali,,
CHEEKA,cheeka,CHEEKA,,,,,https://www.kisaanhelpline.com/mandi-list/cheeka,,
Chhachhrauli,chhachhrauli,Chhachhrauli,,,,,https://www.kisaanhelpline.com/mandi-list/chhachhrauli,,
Dhand,dhand,Dhand,,,,,https://www.kisaanhelpline.com/mandi-list/dhand,,
Dharsul,dharsul,Dharsul,,,,,https://www.kisaanhelpline.com/mandi-list/dharsul,,
Sheopur,sheopur,Sheopur,,Madhya Pradesh,"


Sheopurkalan, 


Vijaypur, 


Sheopurbadod",,https://www.kisaanhelpline.com/mandi-list/sheopur,25.749927,76.921295
